destination_actual_icao,braking_coefficient
VOMM,0.014452767
VIDP,0.025775285
VOBL,-0.065380004
VOCL,0.028658436
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
VOBL,0.027017114
VEGK,-0.011995393
VAPO,
VABB,0.037965439
VISR,0.042028841
VEDG,0.033187307
VISR,0.029427645
VECC,0.023838218
VAAH,0.004210086
VIJU,-0.036843232
OMRK,0.028370189
VECC,0.024405486
VECC,0.006208543
VIDP,0.026981576
VOMM,-0.02419193
VIDP,0.007999754
VABB,0.107096326
,
VEPT,-0.04479557
VECC,0.030128472
VOGO,-0.04326031
VIDP,0.054601001
VISR,0.06661299
VECC,0.060155206
VEGK,
VOMM,0.026093512
VOBL,0.074820244
OEDF,0.025876901
VABB,-0.040170676
VOBL,0.086200752
VOBL,0.037489603
VGHS,0.062442932
VEKU,0.023185989
VOMM,-0.004468086
VABB,0.011311645
VIDP,0.111776754
VEPT,0.023229193
VOGO,-0.011551989
VOMM,-0.035493143
VIDP,-0.0159637
ZHHH,0.044107149
VAAH,0.018383861
VAUD,0.021613232
VABB,
VEGT,-0.047694804
VISR,0.017404186
VIJP,0.10235245
VOMM,0.037307389
VIDP,0.032125266
VILH,0.032815306
VABB,0.009544624
VAPO,0.015611433
VABB,0.060303672
VILH,0.040734599
VIDP,0.019647561
VOCB,0.009001346
VEBD,0.009849857
VIDP,0.01489264
,
VABB,0.077702012
VIDP,-0.019125246
VECC,0.099262331
VEBD,0.066493472
VIDP,0.039561434
VIDP,0.000341115
VIDP,0.06452732
VOMM,0.02088148
VIDP,0.0730592
VOBL,0.023451347
VIDP,0.032442245
VABB,0.031895953
VEGT,-0.029237787
VOBL,0.046851323
VIJU,-0.025132015
VOMM,0.034740044
VEBD,0.063217009
VABB,0.000105349
VOMD,0.108029822
VIDP,0.026820286
VIDP,0.02401837
VOBL,
VIDP,0.037070785
VABB,0.002450221
VOHS,0.069562987
VHHH,0.028989995
VECC,0.077150233
VABB,
,
VIDP,0.052422993
VVNB,
VECC,0.026861164
VIDP,0.020061555
VAAH,0.035900052
VOGO,0.035104544
VASU,-0.022290292
VOGO,0.053741359
VECC,0.044241595
VABB,0.010232387
UDYZ,0.027739369
VIDP,0.053472255
VIDP,0.035367017
VAAH,-0.055963397
VIDP,0.075169282
VIDP,0.094449937
VOBL,-0.001971745
VIDP,0.090449213
VEBD,-0.026471831
VIJU,0.033123765
VIDP,0.064425431
VIDP,0.043429027
VABB,0.021676215
OEDF,
VIDP,-0.008210095
VOHS,
VIDP,0.03586067
VECC,-0.025032725
VOBL,0.0467805
VOHS,0.047687541
OMDB,
VIDP,0.019945947
VIJP,0.053190795
VGHS,0.066463342
VABB,0.015295389
VAAH,0.040483777
VILH,0.07947157
VIDP,0.019930584
VECC,0.037883349
VABB,0.009397592
VIDP,0.059128242
VEBD,-0.005539165
VECC,0.02266309
VIDP,0.028755082
VEGT,0.02949756
VECC,0.037046866
,
VOGO,0.072511245
VOBM,0.07814179
VIDP,0.032801304
VILK,-0.032865417
VOMM,0.008681477
VGHS,0.032120025
VIDP,0.032017288
VIDP,0.085557717
VOMM,0.038238874
OEJN,
VGHS,0.083193559
VOCI,0.024819348
VIDP,0.011024554
VISR,-0.051875501
VEGT,0.067117736
VEPT,0.098877481
VABB,0.083428249
VIDP,0.032429528
VAAH,0.088665369
VAPO,0.06553147
VIDP,0.04079734
,
VABB,0.044715128
VECC,-0.022325752
VECC,0.007774914
VECC,0.06751614
VABB,0.067899735
VABB,0.03260464
VIDP,0.044823199
VABB,0.063412853
VEGT,0.040590534
VIDP,0.054497901
VECC,0.006140856
VEBN,0.048855589
VIDP,-0.094732627
VIDP,0.014170309
VOMM,-0.009065092
ZGGG,-0.026425449
VOHS,-0.019506262
VEPT,-0.039260652
VOMM,0.07551839
VEKU,0.040369814
VAPO,0.011154177
VECC,0.047764542
,
VOMM,0.012742208
VIDP,0.091617664
VECC,0.009765598
VOHS,0.06255458
VIDP,0.048785915
VIJP,0.030676917
VIJP,0.033341999
VIJR,-0.083442862
VEBD,-0.081945848
VIDP,0.039615711
VOBL,
VEPT,0.00920746
,
VAUD,
,
VIDP,0.060060905
VABB,0.028609038
VIDP,
VOMM,-0.026577679
VIDP,0.030616199
VIDP,0.002732593
VECC,0.057050774
VOBL,0.001261089
VIDP,-0.028830536
VABB,-0.049420738
VIDP,0.069655619
VIDP,
VISR,0.097158418
VIDP,0.090604914
VECC,0.029211449
VEPT,0.029284324
VEPT,0.031185624
VABB,0.025847147
VILH,
OMDB,0.030427991
VIDP,0.103075143
VNKT,-0.06659796
VIDP,-0.010797716
VAAH,
VOBL,0.119325033
VEPT,0.000523337
VEBD,-0.002903595
VABB,-0.011764333
VECC,0.057320913
VIDP,-0.023129726
VOGO,0.059666407
VOGO,0.009318666
VABB,0.131026811
VIDP,0.011321074
VABB,0.036530234
VOCI,0.035560466
VOMM,0.015600273
VECC,0.0813036
VECC,-0.028073417
VECX,0.056309575
OMDB,0.085825492
VIDP,0.037362194
VIBN,
VABB,-0.005115477
VOGO,0.010459568
OEJN,0.015117824
VABB,0.029450418
VOBL,0.068265079
VECC,-0.029759773
VIDP,0.051344433
VIAR,0.041496172
VOBL,-0.029856631
,
VIDP,0.05847855
VOBL,0.069072346
VOHS,0.014613881
VIDP,0.007926313
VABB,0.020940433
VOHS,-0.00103596
VISR,0.042436888
VOBL,0.024779399
VECC,0.024998753
VIDP,-0.054099493
VOHS,0.056625941
VIDP,-0.006265919
VEPT,-0.001571535
VISR,0.079742939
OMDB,0.013685489
VIDP,0.025113033
VECX,0.030639933
VIDP,0.04761721
VEGT,0.010257379
VILK,0.096215229
VGHS,0.051839437
VOMM,0.04442225
VEGT,0.037243592
VOMM,0.029060179
VIDP,0.067073053
VABB,-0.022698631
VOMM,-0.029168154
VOBL,-0.031462535
VABB,0.011369225
,
VOMM,0.150889651
VEPT,
VEGT,0.054671575
VECC,0.022463841
VOMM,0.045032315
VOCL,0.043369994
VABB,0.045633715
VOBL,-0.0021433
VAAH,0.030902788
VOMM,0.072069193
VABB,0.081138781
VGHS,0.049360515
VHHH,0.007988032
VISR,0.056725641
VABB,-0.059168044
VOBL,0.018195232
VOGO,-0.009514657
VIDP,-0.015175755
VECC,0.006262118
VABB,-0.047066144
VIDP,0.000359937
VIDP,0.106046463
OMDB,
VIDP,-0.008786418
VABB,0.027176785
VOCI,0.018116431
VABB,-0.04460544
VAAH,0.065028228
VECC,-0.024470057
VOMM,-0.007936774
VIDP,0.02627451
VECC,0.058816123
VABB,-0.034584008
OMSJ,-0.021683129
VABB,0.017206761
VIBN,
VISR,0.034911012
VEGT,-0.006383318
VAAH,-0.020043129
VECC,0.08317461
VIJR,0.012502676
VECC,0.025746416
VEPT,-0.021694457
VOGO,-0.016560071
VECC,0.035164777
VIDP,0.038619973
VABB,0.099638756
VIDP,-0.011453495
VIDP,0.053340208
VEBD,0.012774123
VAPO,0.005664226
VOHS,0.018885919
VIDP,0.080529991
OMDB,0.042758984
VIDP,0.027997564
VABB,
OMDB,-0.033569883
VOHS,0.134202948
VOTV,-0.019594059
VIDN,-0.009021232
VIDP,0.034575838
VECC,
VABB,0.070504412
VIDP,0.011382302
,
ZGNN,-0.070669168
VIDP,
VIDP,0.012246327
VABB,0.00779098
VOMM,0.025938078
ZHHH,0.042290539
VIDP,0.059766117
OEDF,-0.026369091
VIDP,0.065542089
VIDP,0.01372785
VEGT,-0.004494369
VIDP,0.020247823
VABB,0.023290459
VAAH,0.048623187
VECC,-0.01317766
VILH,
VOMM,
VABB,0.049049135
VAAH,0.081379735
VIDP,0.066462531
VOBL,0.048337158
VABB,0.03094787
VIDP,0.000734638
VABB,0.057843055
VEGT,0.000899568
VGHS,0.006321804
VIDP,0.046481708
VIDP,0.032379478
VISR,
OEJN,
VOGO,0.077971241
VECC,0.080984363
OMDB,
VISR,0.122189109
VECC,0.049101022
VIDP,0.019916296
VIDP,0.094486808
VISR,0.075422786
VIDP,0.103763624
VOBL,
VABB,0.060071705
VAAH,-0.020674495
VEGT,-0.003985553
OEDF,0.042298346
VIDP,-0.026565384
VIDP,0.004162892
VABB,0.092401247
VECC,0.012120022
VIDP,0.044240347
VEGT,-0.063962737
VIJU,-0.025338633
VABB,-0.004343735
VOMM,0.013064191
VECC,-0.023630682
VISR,-0.007474802
VOBL,-0.011694426
VOCI,0.001928689
VECC,-0.033000136
VECC,0.009088311
VASU,-0.024195253
VABB,0.017229134
VOBL,-0.00968431
VIDP,-0.033096713
VEPT,-0.006868379
VOMM,
VECC,0.09910887
VEPT,0.031954167
VISR,-0.028403851
VIDP,0.033696184
OMDB,-0.007143371
VIJO,0.077530671
VOHS,0.058980406
VOPB,0.070405719
VEGT,0.081929508
VEGT,0.042537013
VEGT,0.010769197
VEBD,0.132314939
VOMM,0.012607562
VEPT,
VOCI,0.005553269
VECX,0.068622424
ZHHH,0.062432785
VOBL,-0.016531536
VAPO,-0.019518459
VISR,-0.049455054
VIJU,0.019568865
VAPO,-0.055834203
OMDB,0.010433268
VEGK,-0.032203293
VECC,-0.050427706
VIDP,0.030475505
OMDB,0.028692122
VOGO,0.040962155
OMRK,-0.04304276
VEGT,0.029895187
VABB,-0.002504461
OMDB,-0.023228455
VABB,0.041700826
VIDP,0.038753726
VOPB,0.03105293
VISR,0.049283169
VIDP,0.042703125
VIDP,0.043790992
VIDP,0.07061307
VAPO,0.010558189
VIJU,0.097100192
VOBL,-0.008591678
OMRK,0.053370709
VIJP,0.063518659
VIDP,0.029705273
VOBL,0.027838764
VABB,0.029182908
VEGT,0.042050097
VIDP,0.041853762
VEGT,0.031554107
VEGK,
VOBL,-0.042404106
,
FSIA,0.116072775
VECC,0.044622133
VIDP,0.012116751
OMDB,0.071085814
VOMM,0.01288586
VIDP,
VOGO,-0.036551876
UDYZ,0.026228504
VOCL,0.077843428
VECC,0.027138786
VAAH,0.038734553
VOGO,0.058153812
VEPT,
VAAH,-0.003721973
VIDP,0.101496661
VOBM,0.080712612
VAPO,0.043698618
VOHS,0.052559282
VECC,
VABB,0.006025002
VIDP,-0.003378596
VOGO,-0.077647365
OMDB,0.044546595
VILH,0.081974196
,
VIDP,0.013057139
VECC,0.003680148
VABB,0.04865574
VABB,0.064544637
VOMM,0.052896034
VEDG,0.06635783
VIBN,
VOBL,-0.032870483
VIDP,0.026040618
VOTV,0.072133529
VECX,0.002838357
VASU,0.04506941
VABB,0.00926044
OERK,-0.013289943
VEGT,0.035694983
VEGT,0.002588642
OEDF,-0.010918492
VISR,0.04773184
VIDP,0.047563609
VAAH,-0.034359875
VOMM,0.097989144
VECC,0.021057633
VARK,0.035219242
VOCL,0.111032551
OMDB,
VABB,0.02452456
VIDP,-0.045710572
VIDP,
VEDG,0.064410005
VIDP,0.035355823
VIDP,0.023328295
,
VOHS,0.039002955
VIDP,-0.008131434
VIDP,0.044011769
VABB,0.053857359
VEPT,0.064029865
VIDP,-0.022329788
VECC,0.052596239
VECC,0.018862038
VABB,0.012331909
VIDP,-0.022712434
VOBL,
VOBL,0.010535036
,
VOPB,0.030999803
VOGO,
VECC,0.029343702
VOMM,0.028526112
VECC,0.133620527
VVNB,0.052280859
VIDP,-0.007809799
VTBS,
VAPO,0.023532948
VEGK,0.055579789
VARK,0.011607185
VOGO,0.064833028
VEPT,0.071392842
VOBL,0.070308207
VABB,0.014338242
VEGK,0.021941866
VOML,0.080863842
VISR,0.074285784
VVNB,-0.022108006
VABB,0.091515317
VAPO,0.026981841
VEPT,0.111830875
VIDP,0.065492206
VEPT,-0.019298358
VEGT,0.04513803
VOBL,0.050153331
VEPT,-0.052248074
VIDP,0.048095678
VEPT,0.031008011
VIDP,-0.029281052
VEPT,0.02151667
VIDP,0.018030241
VIJP,-0.042579511
VARK,0.014112105
VIDP,0.038580839
VILH,0.07215571
VEPT,-0.03444053
VOBL,-0.004251965
VOBL,0.037550031
VOML,0.084203158
VOMD,-0.041838262
VIDP,-0.065402214
VABB,0.040069018
VVNB,-0.013891523
VEPT,-0.054472419
VISR,0.016471457
VABB,0.056681199
VVNB,-0.006489541
VEGK,0.091887293
VIDP,0.084850875
VEPT,-0.00207836
VIDP,0.040595249
VIDP,0.085457174
VIDP,0.045220282
VABB,0.02784594
VABB,0.011561269
VIDP,0.061734803
VABB,-0.014568846
VIDP,0.040543858
VECC,0.023314891
VIDP,-0.024523554
VECC,-0.021582644
VIDP,
LATI,0.012236385
OMDB,0.0137747
VIDP,0.016327992
VOHS,
VAPO,0.015968226
VIDP,0.021885451
VOMM,-0.026583868
VOMM,0.054585978
VIJU,0.018287907
VIDP,0.025809995
VOMM,0.026140931
VOMM,-0.020035148
OMDB,0.003304312
VOCL,0.028468904
VECC,-0.025379387
VIDP,-0.012749497
VIDP,0.042805471
VIDP,0.054595426
VEPT,0.064483892
VISR,0.095820573
OMDB,
VOMM,
VOCL,0.097771762
VILK,0.004637818
VEGK,-0.041971919
VAPO,0.023135523
VABB,-0.033348188
VABB,0.052465677
VEPT,-0.012388523
VABB,0.023574232
VIDP,0.023262594
VIDP,0.010073954
VABB,0.031207654
VIDP,0.070805097
VIDP,0.067513597
VIBN,
VEPT,0.033062703
VOBL,0.020497843
VOMD,-0.070212347
VABB,
VABB,-0.004630016
VVNB,0.003125065
OEDF,-0.034231318
VIDP,0.051012132
VASU,0.049954537
VARK,0.058861548
VABB,0.009366574
VIDP,0.070208451
VABB,-0.099491171
VABB,0.059137732
OKBK,
OMRK,0.041489006
VIDP,0.034822023
VOML,0.014324625
VEBN,0.062031641
VAAH,0.002984646
VECC,0.033320167
VOMM,0.026874271
VOMM,0.048577808
VEPT,0.074871185
VIDP,0.018048902
VIDP,0.048382892
VEKU,0.037066847
VABB,0.056973042
VIJP,0.037473983
VECC,-0.012598922
VIDP,0.077270521
VABB,0.04169144
VOBL,0.009266261
VECC,0.063643331
VOCL,0.054507412
VIDP,0.019090862
VECC,0.070319503
VABB,0.041934304
VIDP,0.029480037
VIDP,0.053751608
VABB,0.061439522
VABB,0.026775175
VIDP,0.034418984
VIJP,-0.013462422
VOBL,0.04764794
VEBD,0.012027396
VABB,0.065439781
VEBD,0.082310017
VABB,-0.001629059
OMDB,-0.071774783
VECC,0.025186214
VABB,0.033782128
VEPT,-0.047000071
VOMM,0.062985762
VOBL,0.033334784
VISR,-0.009922242
VEGT,0.054504835
VIDP,0.006184784
VEPT,0.027085533
VIDP,0.04759443
VAPO,-0.006969711
VEPT,0.074254015
VABB,0.016213195
VIJU,-0.036811843
OMDB,0.021664998
OEJN,-0.061506294
VOBL,-0.006108223
VEPT,0.029203115
VABB,0.092264818
VIJU,0.002013251
VOMM,0.066692084
VAAH,-0.017267285
VEGT,0.005053893
VOBL,0.011343024
VAPO,0.018028734
VOBL,0.095658246
VOBL,0.016024461
VIDP,0.051707034
VABB,0.01191904
VIDP,0.034475695
VIDP,0.062502706
VOCI,0.019339952
OMRK,-0.061067217
VOHS,0.067327006
VIDP,0.050978503
VEGT,0.003406686
VOMM,0.058876015
VOBL,0.002227002
OMDB,-0.001371969
VIDP,-0.038578406
VIDP,0.01825382
VECC,0.036015606
VOCL,0.072853618
VABB,0.000199296
VIJP,0.034047082
OMRK,-0.011681046
VISR,0.04853081
VEPT,0.016512352
VEBD,0.017346641
VECC,0.012711758
VOBL,
VIDP,0.016955935
VECC,0.065859747
VIJP,0.083042431
VIDP,
VIDP,0.01646758
VECC,0.056492084
VIDP,0.012165185
VIDP,0.029359321
VOBL,0.057436146
VABB,0.083292339
VOMM,0.010656414
VOGO,0.037340838
VEGT,0.021650674
VOHS,
VIDP,0.044287402
VABB,0.101089186
VIDP,0.079342187
VOMD,
VIDP,-0.036417953
VOMM,0.013608013
VABB,0.065155471
OEJN,-0.021596499
VIJR,0.063772496
VOCI,-0.022251217
VABB,0.030909698
VIDP,0.06417432
VABB,-0.002624243
VVNB,0.007669488
VOBL,0.034449721
VIJR,0.022487735
VEPT,0.096931775
VIJP,0.008838026
VISR,0.008408197
VIDP,0.147697451
VAPO,-0.023278055
VIDP,0.072231957
VEPT,0.017304875
VOMM,0.080393287
VEPT,0.08151659
VABB,0.011119523
VIDP,0.032092096
VEBD,0.068904234
VIDP,0.086072639
VAPO,-0.141204482
VERC,0.081800691
VIDP,0.064299294
VIDP,0.012456289
,
VOML,0.059645113
VIDP,0.092259118
VEBD,-0.009728915
VABB,0.083258842
VIDP,-0.019196717
VECX,-0.019401948
VECC,0.091478478
VOMM,0.045101955
VIDP,-0.00655813
VILH,-0.060243572
VEPT,-0.015611363
UTDT,0.063174656
VECC,-0.021779512
VIDP,0.023759401
VOBL,0.030858172
VABB,-0.003155649
OMDB,0.07736487
VECC,0.009841359
VEDG,0.000399497
VOMM,0.061729953
VOMM,0.05165645
VABB,-0.002039049
VIDP,0.006864754
VABO,0.05511891
,
VEPT,-0.048051296
VEBD,0.059336353
VABB,-0.021067096
OEJN,-0.039548384
VIDP,0.03360733
VECX,0.018852101
VCBI,0.058494867
VOGO,-0.016238259
VEPT,0.058095093
VABB,0.006172833
VOGO,-0.016410213
VABB,0.056112749
VAAH,0.045814872
VABB,0.000568738
VIJO,0.001972846
VIDP,
VIDP,0.016020775
VEPT,0.026425097
VOHS,-0.035236345
VIDP,0.023232203
VIDP,0.045788324
VOMM,0.001109189
VEGT,0.039754055
VOTP,-0.140442135
VOMM,0.026932366
VIDP,-6.66E-05
VOHS,
VOPB,-0.008789164
VECC,0.031228116
VIDP,
VABB,0.032801845
VOGO,
VAPO,
VABB,0.098475231
VIJU,0.004231448
VIDP,-0.00311548
OERK,-0.069399981
VIDP,0.075267409
VEGT,0.095690917
VEGT,0.007837171
VOBL,-0.029924361
VOGO,
VGHS,-0.050679229
VIBN,
VEBD,0.02437233
VILK,0.023423893
VOMM,0.054632418
VABB,0.040030952
VIDP,-0.033337907
VARK,-0.123466881
VIJP,0.01338615
OEJN,-0.012232099
VOMM,0.02635877
VEBD,
WSSS,0.06670265
VAPO,0.078309961
VIDP,0.075952165
VOMM,0.053666496
VABB,0.061950826
VOMD,0.025103067
VOBL,0.075255016
VEPT,-0.008232559
VOCI,0.007995179
VILK,0.060139734
VOBL,0.018207263
VEPT,-0.03466506
VABB,0.078647308
VIDP,
VOGO,-0.033352418
,
VIJR,-0.000540962
VABB,-0.032396036
VIDP,
VEDG,0.008568882
VEPT,0.08664979
VIDP,
VIJU,-0.024480129
VABB,0.071533828
VISR,0.075883062
VOMM,0.031222565
VIDP,0.048039687
VOGO,0.024961232
VIDP,0.040086454
VOMM,0.057236219
VIJO,0.070063781
VOBL,0.051926162
VIDP,0.106748877
VIJP,-0.052341576
VOMM,-0.045137954
VOMM,0.076952058
VABB,0.019599064
VEBD,-0.012156193
RKSI,
VABB,0.041447717
VAPO,0.01585167
VABB,-0.00118971
VIDP,-0.012302769
VIJP,0.02566654
VABB,0.04088103
VABB,0.033077151
VIDP,0.015649829
VIDP,
VOBL,0.038326977
VIDP,0.004336033
VOBL,0.02365819
VEPT,-0.018047504
VIDP,0.060935802
VIDP,
VIDP,0.093645547
OMDB,0.05730025
VOBL,0.004469117
VEPT,0.055608523
VIDP,0.025154027
VOMM,0.091013615
VEPT,0.062593976
VIJP,0.022184975
VISR,0.042246224
VOCL,0.058418788
VOHS,0.02812979
VABB,0.035546415
VOMD,0.082342706
OERK,0.045005833
VECC,-0.009631042
VOTV,0.054002956
VEGK,0.037004681
VOTV,0.030872758
VIDP,0.00585757
VOMM,0.003938988
ZPPP,-0.039389063
VIJU,-0.015626575
VIDP,0.062949248
VECC,0.038436817
VILK,0.038065172
VIDP,0.061483759
VIDP,0.013551451
VOBL,0.04815253
VOTV,0.072210975
VIDP,0.06331734
VECC,0.021849462
VABB,0.043009052
OMRK,0.084871801
VIJU,0.011548097
VILH,0.056608392
VIDP,0.016421313
VABB,
VABB,0.01699248
VOGO,0.03307834
VIJR,0.070538993
VIDP,0.015773302
VABB,-0.042211724
ZHHH,0.032884176
VEPT,
VOGO,0.045085428
VOCI,-0.003311026
VAPO,-0.015865087
VEGT,0.052124467
VIDP,0.030030575
VIDP,0.025975423
VECC,0.002254236
VABB,
VIDP,0.016413251
VIDP,0.055938437
VOBL,0.041257084
VISR,0.095100386
VAAH,0.004492771
VEBD,-0.021972857
UDYZ,-0.00193397
VIDP,0.025761346
OMDB,0.014389559
VIDP,
VOCI,-0.037405834
VAPO,-0.00613883
VERC,-0.010967696
VOBL,0.022407431
VABB,0.056559289
VOMM,0.065757383
VIAR,0.070790547
VECC,
VOMM,-0.003390735
VISR,0.028612188
VAPO,
VOBL,0.023076885
VABB,0.021325733
OEJN,
VABB,0.020561315
OMDB,-0.002398935
VIJU,-0.014320705
VIDP,0.015266175
VABB,0.074473045
VECC,0.02083995
VOGO,
VIDP,0.025092091
VAPO,0.024255203
VIDP,0.104252318
VHHH,-0.065963
VABB,
VECC,0.039611622
VEBD,0.043789461
VABB,0.035365968
VEGT,-0.007490616
VOMM,0.059946805
VOMM,0.037691126
VOBL,0.085071513
VEBD,-0.038726325
VERC,-0.047356058
VOPB,0.034206987
VABB,0.084407446
VILH,
VOMM,0.066526804
VISR,-0.002051344
VIAR,0.097626256
VEDG,0.047054955
VIDP,0.054679936
VISR,0.003563454
VEPT,0.019391739
VECC,0.018262029
VIJU,-0.070791133
VABB,0.06789867
VECC,0.041254465
VIJP,0.013526419
VOPB,0.002022609
VAPO,0.025530198
VECX,0.002556916
VIDP,0.052871396
VOMM,0.079561727
OMDB,0.017843434
VOHS,
VEPT,0.019524322
VIDP,-0.026912197
VEBD,0.016161046
VOGO,
VOGO,
OMRK,0.028534209
VIDP,0.019241973
VOGO,0.096466928
VIDP,0.059567737
VOML,-0.026044283
VAUD,0.035820404
VOBL,
OKBK,0.004528044
VIJU,0.048390158
VIDP,0.017202978
LATI,0.058318627
VECC,0.066668761
VOMM,0.048246298
VABB,-0.001312613
VIDP,0.086472678
VIDP,-0.02789474
VECC,-0.05398305
VECC,0.025849559
VABB,-0.044227057
VEBD,0.051455061
VABB,0.024175581
VIDP,0.065078286
VIDP,0.112844336
VECC,0.035749501
VEDG,0.017811467
VAPO,-0.025410613
OMRK,0.010890937
VEGT,-0.018002492
VIDP,0.023793676
VABB,-0.02453386
VOMM,-0.037032817
VIDP,0.095147127
VIDP,0.005155917
VIDP,0.006476766
VOMM,0.066732063
VOPB,0.108804169
VECC,0.024020291
VOML,0.031241766
VIDP,-0.015828976
VOGO,0.037719897
VEPT,0.013839302
VIJU,0.047481837
VIDP,0.051054596
VILH,0.089064754
VOBL,0.005913415
VOMM,0.000812571
VOMM,0.027402212
VISR,0.023574549
VEBD,0.093402372
VASU,0.011353272
VABB,0.004872609
VECC,0.057603763
,
VOGO,
VIDP,0.1266642
VOBL,0.049849173
VIDP,-0.011150133
VOGO,0.008745916
VIJP,0.005382133
VIDP,0.037857801
VABB,0.057916447
VVNB,0.06361945
VIDP,0.008956679
VISR,0.03597467
VISR,0.039610373
VECC,0.012505401
VIDP,0.011517868
VIJP,
VOPB,0.019507649
,
VABB,0.015864291
VOMM,0.04024418
VECC,0.024577071
VIDP,0.051456221
VABB,-0.02453386
VEGT,0.023137214
VIJU,0.043943372
VOGO,0.082061145
VOGO,0.003228841
VEGT,0.094704001
VEDG,0.095507189
VOCL,-0.006645204
VIDP,-0.073504752
VEPT,
VOCI,0.025985701
VOBL,0.004587937
VOMM,0.028350271
VABB,0.065742754
VIDP,0.024921636
VEDG,0.048265744
VABB,0.024314168
VEGT,-0.035201437
VABB,-0.002556847
VABB,-0.00146268
VOHS,
VEGT,0.025707565
VOCL,0.033985505
VEGK,0.107784071
VISR,
VIJP,0.028635132
VABB,0.039810585
VABB,-0.009717515
VIJP,0.031235124
VECC,0.011035614
VIDP,-0.046441403
VISR,
VEPT,-0.007184308
OEJN,0.026535857
VABB,0.051815344
VOMM,0.024220064
VOBL,-0.003848917
VECC,-0.015556274
VIDP,0.022020484
VAUD,
VIDP,0.070007964
VABB,0.023942712
VABB,0.022862246
VAPO,0.010808918
VIJU,-0.023367489
VOMM,0.090301313
VABB,0.024521708
VISR,0.044082418
VOBM,0.056462598
VOBL,0.072218536
VIDP,0.01456056
VABB,0.079687665
VABB,0.024371019
VEGT,-0.000498934
VIDP,0.082011617
VOGO,0.077459461
VIDP,0.011101517
VIBN,
VEDG,0.082058748
VIDP,0.036143827
VIJU,0.03453369
VOBL,0.065134269
VEBD,0.026159939
VIDP,0.054556598
VIDP,-0.025170028
VOCI,0.062096362
VIDP,-0.028846241
VGHS,0.073958008
VEBD,0.008819477
VABB,-0.002104896
VIDP,-0.046959772
VAPO,0.000362444
VABB,-0.037820206
VIDP,0.002288195
VEBD,0.03326595
VABB,0.017881687
VIDP,0.070720688
VECC,0.01880628
VVNB,0.000421623
VAAH,0.001374887
VOBL,0.104876372
VECC,0.049069808
VAAH,0.001374887
VIDP,0.026109388
VIDP,-0.002261778
VISR,0.069726236
VEBD,0.03094867
VVNB,-0.038633272
VABB,0.075891335
OMDB,
VECC,0.049730476
VOBL,0.017940587
VEPT,0.008562294
VABB,0.034349954
VOBL,0.051507998
VISR,-0.051555293
VABB,0.006233911
VABB,0.111722305
VOCL,0.028468904
VEGK,-0.012873453
VIDP,0.066422427
VEGK,
VIDP,-0.039778102
VIDP,0.080309622
VIDP,0.040741734
VARK,0.065859814
OEJN,0.010697343
VISR,
VIDP,-0.001601528
OBBI,0.018868449
OMDB,-0.011021601
VOMM,0.052163048
VEPT,0.001756779
VILH,0.082964587
VECC,0.069246395
VEGT,
VECC,0.020953677
VEBD,0.033715815
VOBL,
VVNB,0.011998257
VIDP,0.025140219
WSSS,0.079278659
VABB,0.00296473
VIDP,-0.026629592
VAAH,0.102010645
VOHS,0.058159068
VOBL,0.055147657
VISR,0.062396515
VOMM,0.025793971
VOMM,0.059123276
VECC,0.004525249
VOBL,0.020776389
VOHS,0.04910662
VAAH,0.051198471
VIAR,0.074261963
VEGT,0.116724618
VOPB,0.016135182
VOMM,-0.015016556
VABB,
VIDP,0.03986107
VEBD,
VIDP,0.109034287
VIJP,
VIDP,-0.038909267
VISR,-0.074460293
VOGO,
VECC,-0.020336019
VIDP,-0.007116558
VOHS,0.053123142
VEPT,-0.026494485
VOBL,0.018893974
VILH,-0.010105749
VILH,0.06717146
VABB,0.037216636
VAUD,
VABB,0.048846575
VIJP,
VIDP,-0.002111394
VEPT,0.009054465
OEDF,0.008560833
VECC,0.0804551
VECC,0.059908437
VAPO,0.012249671
VIDP,0.051817556
VIDP,0.006337111
VIDP,0.105086461
VECC,0.043739729
VAPO,0.0066348
VIJU,0.011588935
VOMM,0.060154349
VRMM,-0.010734146
VABB,0.040733149
VOMM,0.044710393
OEDF,0.023749029
VIDP,-0.040549792
VEDG,0.004155439
VILK,0.010459044
VOMM,-0.07751969
OMDB,
VILH,
OMRK,-0.027589011
VABB,0.013482211
VIDP,-0.033013765
VECC,0.054963677
VOHS,0.06868034
VABB,0.045359741
VABB,-0.001355829
VECC,-0.010591087
VABB,-0.004106126
VASU,-0.001155656
VIDP,0.042836433
VOBL,-0.010028816
VOMM,0.02040534
VILH,
VEGK,0.021742638
VIDP,0.056814785
VABB,-0.004516812
VEGK,
VOBL,
VNKT,0.03007686
VAPO,0.037406661
VIDP,
VOMM,-0.035193411
VILK,0.059807231
VIDP,0.101774821
VEGT,0.066333678
VOML,0.004636144
VOBL,0.032065136
VIDN,-0.035110419
VEBD,0.045041419
VAOZ,0.037970114
VISR,0.006186098
VOBL,0.019707983
ZHHH,-0.034459562
VOBL,0.039484135
VAAH,0.004705172
VOHS,
VABB,
VOBL,-0.020104224
VEDG,0.062924682
VABB,0.065178826
VECC,0.122028654
VIDP,
VOMM,0.071681622
VOBL,0.031859488
